neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
I Centro Storico,12.47703,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,5.030437921392435
XI Arvalia/Portuense,12.46753,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.61512051684126
VII San Giovanni/Cinecittà,12.50817,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.007333185232471
II Parioli/Nomentano,12.52339,Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,False,5.141663556502659
VIII Appia Antica,12.49945,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,4.787491742782046
XII Monte Verde,12.46783,Private room in rental unit,Private room,1,1.0,1.0,2.0,True,4.0943445622221
I Centro Storico,12.48742,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,False,4.820281565605037
I Centro Storico,12.47877,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.66988092298052
XII Monte Verde,12.44133,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.46574,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,False,5.099866427824198
XII Monte Verde,12.44854,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,False,3.912023005428146
XIII Aurelia,12.43384,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,5.030437921392435
X Ostia/Acilia,12.27728,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.804021044733257
I Centro Storico,12.46941,Private room in rental unit,Private room,4,6.0,5.0,4.0,False,4.875197323201151
I Centro Storico,12.48455,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.926926025970411
I Centro Storico,12.47182,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.966146739123692
I Centro Storico,12.46934,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.9344739331306915
I Centro Storico,12.49713,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.418840607796597
XII Monte Verde,12.4466,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,3.912023005428146
XIV Monte Mario,12.41544,Entire rental unit,Entire home/apt,5,1.0,2.0,5.0,False,4.442651256490317
I Centro Storico,12.47766,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,False,4.983606621708336
III Monte Sacro,12.533724784851074,Private room in bed and breakfast,Private room,2,1.0,2.0,1.0,False,4.6443908991413725
XII Monte Verde,12.45019,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.0943445622221
IX Eur,12.46206,Entire guest suite,Entire home/apt,1,1.0,1.0,1.0,False,4.060443010546419
IX Eur,12.46205,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,4.553876891600541
X Ostia/Acilia,12.27728,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,4.6443908991413725
VIII Appia Antica,12.47749,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,3.9702919135521215
I Centro Storico,12.50353,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.828313737302301
I Centro Storico,12.46861,Room in bed and breakfast,Hotel room,3,1.0,1.0,3.0,False,5.099866427824198
VII San Giovanni/Cinecittà,12.5122,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.897839799950911
XI Arvalia/Portuense,12.46516,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.2626798770413155
VI Roma delle Torri,12.63504,Private room in casa particular,Private room,2,1.0,1.0,1.0,True,3.5553480614894135
XII Monte Verde,12.3841,Private room in home,Private room,2,1.0,1.0,1.0,True,5.075173815233827
XIII Aurelia,12.45632,Entire condo,Entire home/apt,6,2.0,2.0,3.0,False,5.438079308923196
I Centro Storico,12.50636,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,False,4.941642422609304
V Prenestino/Centocelle,12.52495,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.2484952420493585
I Centro Storico,12.49319,Entire rental unit,Entire home/apt,7,1.5,1.0,2.0,False,4.867534450455582
I Centro Storico,12.47052,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,4.812184355372417
VII San Giovanni/Cinecittà,12.55424,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.3694478524670215
V Prenestino/Centocelle,12.56879,Private room in rental unit,Private room,3,1.0,1.0,2.0,True,4.2484952420493585
VIII Appia Antica,12.52297,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.135798437050261
V Prenestino/Centocelle,12.52495,Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,False,4.2484952420493585
XIV Monte Mario,12.438558578491213,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.382026634673881
V Prenestino/Centocelle,12.526263236999512,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.2484952420493585
VII San Giovanni/Cinecittà,12.51861,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.382026634673881
I Centro Storico,12.50625,Private room in home,Private room,3,1.0,2.0,1.0,False,3.2188758248682006
I Centro Storico,12.46842,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,False,5.075173815233827
I Centro Storico,12.49454,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.46227,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.680172609017067
II Parioli/Nomentano,12.47008,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,False,4.174387269895637
I Centro Storico,12.47142,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.787491742782046
I Centro Storico,12.46551513671875,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.9344739331306915
VIII Appia Antica,12.48154,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,False,5.0106352940962555
VIII Appia Antica,12.48998,Entire rental unit,Entire home/apt,4,1.0,1.0,6.0,False,4.59511985013459
VII San Giovanni/Cinecittà,12.52199,Private room in condo,Private room,2,1.0,1.0,1.0,False,3.8712010109078907
II Parioli/Nomentano,12.48816,Entire rental unit,Entire home/apt,6,1.5,2.0,5.0,False,5.030437921392435
XII Monte Verde,12.4465,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.59511985013459
XI Arvalia/Portuense,12.42784,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,3.4965075614664802
I Centro Storico,12.46734,Entire cottage,Entire home/apt,2,1.0,1.0,2.0,False,4.736198448394496
VIII Appia Antica,12.48742,Private room in condo,Private room,2,1.0,1.0,1.0,True,4.0943445622221
II Parioli/Nomentano,12.50307,Private room in home,Private room,3,1.0,1.0,1.0,True,4.499809670330265
II Parioli/Nomentano,12.51495,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.727387818712341
I Centro Storico,12.49383,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,False,5.049856007249537
I Centro Storico,12.45596,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,False,4.867534450455582
I Centro Storico,12.49267,Room in bed and breakfast,Hotel room,4,1.0,1.0,2.0,False,5.2574953720277815
I Centro Storico,12.49173,Room in bed and breakfast,Hotel room,3,1.0,1.0,2.0,False,5.19295685089021
XIII Aurelia,12.43328,Tiny home,Entire home/apt,3,1.0,1.0,2.0,False,4.605170185988091
I Centro Storico,12.49385,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,False,5.2574953720277815
XII Monte Verde,12.46757,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.49069,Entire rental unit,Entire home/apt,5,1.5,3.0,4.0,False,5.42934562895444
I Centro Storico,12.49357,Room in bed and breakfast,Hotel room,3,1.0,1.0,2.0,False,4.990432586778736
IV Tiburtina,12.53588,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,False,4.663439094112067
X Ostia/Acilia,12.34019,Entire villa,Entire home/apt,5,1.0,2.0,5.0,False,4.2484952420493585
XV Cassia/Flaminia,12.44007,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.343805421853684
I Centro Storico,12.47402,Room in serviced apartment,Hotel room,8,2.5,2.0,4.0,False,4.9344739331306915
I Centro Storico,12.50109,Private room in rental unit,Private room,3,1.0,1.0,1.0,False,4.574710978503383
I Centro Storico,12.49023,Entire loft,Entire home/apt,2,1.0,1.0,2.0,False,4.68213122712422
XIII Aurelia,12.42304,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,False,3.912023005428146
V Prenestino/Centocelle,12.52654,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,7.600902459542082
XII Monte Verde,12.44653,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,3.912023005428146
XII Monte Verde,12.44457,Room in bed and breakfast,Hotel room,3,1.0,1.0,1.0,False,3.912023005428146
XII Monte Verde,12.44549,Entire condo,Entire home/apt,4,1.0,2.0,4.0,False,4.941642422609304
I Centro Storico,12.476075296982591,Entire loft,Entire home/apt,4,1.0,2.0,4.0,False,4.812184355372417
XII Monte Verde,12.453,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.605170185988091
XII Monte Verde,12.45404,Private room in condo,Private room,2,1.0,1.0,2.0,False,4.31748811353631
I Centro Storico,12.47691,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.204006687076795
I Centro Storico,12.47487,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,5.1179938124167546
XI Arvalia/Portuense,12.45344,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,False,4.787491742782046
XII Monte Verde,12.45188,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.74493212836325
XIII Aurelia,12.44816,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.867534450455582
II Parioli/Nomentano,12.47236,Room in bed and breakfast,Hotel room,1,1.0,1.0,1.0,False,4.499809670330265
VIII Appia Antica,12.48863,Entire condo,Entire home/apt,7,3.0,3.0,4.0,False,5.247024072160486
XI Arvalia/Portuense,12.45315,Entire rental unit,Entire home/apt,5,1.0,2.0,1.0,False,4.828313737302301
VIII Appia Antica,12.48977,Entire condo,Entire home/apt,5,2.0,2.0,5.0,False,4.812184355372417
XI Arvalia/Portuense,12.45339,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,False,4.74493212836325
II Parioli/Nomentano,12.526908193508888,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.762173934797756
X Ostia/Acilia,12.302,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,3.9318256327243257
I Centro Storico,12.4745,Entire condo,Entire home/apt,5,1.0,1.0,3.0,False,4.852030263919617
I Centro Storico,12.49762,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.406719247264253
I Centro Storico,12.46028,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.0106352940962555
I Centro Storico,12.50383,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.584967478670571
VII San Giovanni/Cinecittà,12.52036,Private room in rental unit,Private room,2,1.0,2.0,2.0,False,3.5553480614894135
V Prenestino/Centocelle,12.54627,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.007333185232471
IV Tiburtina,12.53581,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,False,4.356708826689592
XI Arvalia/Portuense,12.43566,Entire rental unit,Entire home/apt,9,2.0,3.0,7.0,False,4.709530201312334
V Prenestino/Centocelle,12.5478,Shared room in rental unit,Shared room,7,1.0,1.0,4.0,True,3.8066624897703196
I Centro Storico,12.50831,Room in boutique hotel,Hotel room,2,1.0,1.0,1.0,False,4.394449154672438
I Centro Storico,12.4964,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.820281565605037
I Centro Storico,12.468,Room in serviced apartment,Hotel room,2,1.0,1.0,1.0,False,4.948759890378168
XIII Aurelia,12.444727,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,3.6888794541139363
II Parioli/Nomentano,12.52458,Entire home,Entire home/apt,4,1.0,2.0,3.0,False,4.31748811353631
VI Roma delle Torri,12.62389,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.969813299576001
I Centro Storico,12.46937,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.278114659230517
XV Cassia/Flaminia,12.42809,Entire villa,Entire home/apt,5,2.0,3.0,2.0,False,5.3471075307174685
I Centro Storico,12.4866,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.081404364984463
I Centro Storico,12.45653,Entire condo,Entire home/apt,9,3.0,3.0,7.0,False,5.327876168789581
I Centro Storico,12.46883,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.867534450455582
XIII Aurelia,12.41668,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,False,4.189654742026425
VII San Giovanni/Cinecittà,12.51101,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.2626798770413155
XIII Aurelia,12.45063,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,False,5.384495062789089
IX Eur,12.41134,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.07753744390572
XII Monte Verde,12.4619,Entire condo,Entire home/apt,2,1.0,2.0,4.0,False,4.700480365792416
VIII Appia Antica,12.489818,Private room in condo,Private room,2,1.0,1.0,3.0,True,4.23410650459726
I Centro Storico,12.51039,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,3.9702919135521215
VII San Giovanni/Cinecittà,12.51967,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.787491742782046
VII San Giovanni/Cinecittà,12.59321,Private room in condo,Private room,2,1.0,1.0,1.0,True,3.9702919135521215
I Centro Storico,12.4682,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.828945617610207
I Centro Storico,12.46914,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.135798437050261
I Centro Storico,12.50539,Private room in rental unit,Private room,2,0.0,1.0,1.0,True,4.48863636973214
VII San Giovanni/Cinecittà,12.53114,Private room in rental unit,Private room,2,1.0,1.0,0.0,False,3.8918202981106265
I Centro Storico,12.45223,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.795790545596741
I Centro Storico,12.47502,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.867534450455582
I Centro Storico,12.47084,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.313205979041787
I Centro Storico,12.46782,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.941642422609304
XIII Aurelia,12.45438,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,False,5.602118820879701
XI Arvalia/Portuense,12.401154153048992,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,False,4.0943445622221
III Monte Sacro,12.52891,Private room in home,Private room,3,1.0,1.0,2.0,False,4.499809670330265
XIII Aurelia,12.4558,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,4.219507705176107
XIII Aurelia,12.45747,Entire rental unit,Entire home/apt,6,2.0,2.0,1.0,False,5.231108616854587
I Centro Storico,12.46569,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,5.159055299214529
I Centro Storico,12.47524,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.867534450455582
I Centro Storico,12.50692,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.276666119016055
X Ostia/Acilia,12.36095,Entire rental unit,Entire home/apt,4,1.0,1.0,5.0,False,4.382026634673881
I Centro Storico,12.486993,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.59511985013459
IV Tiburtina,12.532062530517578,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.762173934797756
I Centro Storico,12.4748,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.532599493153255
I Centro Storico,12.49954,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,False,5.0106352940962555
I Centro Storico,12.4729,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,6.049733455231958
I Centro Storico,12.48946,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.653960350157523
I Centro Storico,12.44315,Entire rental unit,Entire home/apt,4,1.5,2.0,5.0,False,4.700480365792416
I Centro Storico,12.45827,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,4.605170185988091
VIII Appia Antica,12.52269,Entire cottage,Entire home/apt,2,1.0,1.0,1.0,False,5.003946305945459
XII Monte Verde,12.40282,Private room in bed and breakfast,Private room,3,1.0,0.0,0.0,False,4.6443908991413725
I Centro Storico,12.47078,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,False,5.846438775057724
VII San Giovanni/Cinecittà,12.51269,Private room in condo,Private room,3,2.0,1.0,2.0,False,4.499809670330265
I Centro Storico,12.46566,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,False,4.499809670330265
II Parioli/Nomentano,12.46688,Private room in rental unit,Private room,2,1.0,1.0,2.0,True,4.787491742782046
II Parioli/Nomentano,12.46645,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,5.075173815233827
I Centro Storico,12.47319,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,False,5.298317366548036
I Centro Storico,12.493668813245556,Entire rental unit,Entire home/apt,7,2.0,2.0,3.0,False,4.962844630259907
I Centro Storico,12.47549,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.46297,Entire condo,Entire home/apt,9,3.0,3.0,5.0,False,5.247024072160486
XIII Aurelia,12.44942,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.23410650459726
I Centro Storico,12.47156,Entire home,Entire home/apt,9,2.0,3.0,6.0,False,5.641907070938114
I Centro Storico,12.48051,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.90808293816893
I Centro Storico,12.479104,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,False,5.393627546352361
I Centro Storico,12.48703,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,False,4.653960350157523
I Centro Storico,12.48789,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.393627546352361
VII San Giovanni/Cinecittà,12.54837,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.2484952420493585
I Centro Storico,12.47303,Entire rental unit,Entire home/apt,5,1.0,2.0,0.0,False,5.846438775057724
III Monte Sacro,12.52726,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,3.8066624897703196
I Centro Storico,12.49921,Entire condo,Entire home/apt,3,1.0,2.0,4.0,False,5.19295685089021
I Centro Storico,12.50681,Entire rental unit,Entire home/apt,8,2.0,2.0,1.0,False,4.382026634673881
V Prenestino/Centocelle,12.54762,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,4.0943445622221
I Centro Storico,12.46794,Room in serviced apartment,Hotel room,1,1.0,1.0,1.0,False,4.812184355372417
XIII Aurelia,12.44084,Entire vacation home,Entire home/apt,3,1.0,1.0,1.0,False,4.31748811353631
XIV Monte Mario,12.43465,Entire rental unit,Entire home/apt,3,1.0,1.0,4.0,False,4.955827057601261
I Centro Storico,12.5132,Entire rental unit,Entire home/apt,8,2.0,2.0,6.0,False,4.2484952420493585
XIII Aurelia,12.44677,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.867534450455582
XII Monte Verde,12.46829,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.605170185988091
VIII Appia Antica,12.48762,Private room in rental unit,Private room,1,2.0,1.0,1.0,True,3.044522437723423
XIII Aurelia,12.43678,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.68213122712422
XI Arvalia/Portuense,12.400858104228972,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,False,4.127134385045092
III Monte Sacro,12.53353,Private room in rental unit,Private room,1,1.0,1.0,1.0,True,3.1780538303479453
XII Monte Verde,12.466065406799316,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.804021044733257
I Centro Storico,12.49024,Entire loft,Entire home/apt,2,1.0,1.0,2.0,False,4.727387818712341
XII Monte Verde,12.43921,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.787491742782046
II Parioli/Nomentano,12.49696,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.219507705176107
XII Monte Verde,12.46467,Entire vacation home,Entire home/apt,11,2.0,4.0,6.0,False,5.0238805208462765
